# #ID data1 data2
   1,  24.65819,   0.04607
   2,  18.92707,   0.01038
   3,  22.65082,   0.07927
   4,  22.08656,   0.14483
   5,  24.73507,   0.02184
   6,  23.62241,   0.09327
   7,  24.23819,   0.13801
   8,  19.55379,   0.02150
   9,  22.88414,   0.05672
  10,  23.98386,   0.10182
  11,  15.16849,   0.14033
  12,  19.37407,   0.14644
  13,  23.72696,   0.07023
  14,  18.26666,   0.06070
  15,  23.11247,   0.06267
  16,  24.66030,   0.02268
  17,  15.82286,   0.01123
  18,  15.66268,   0.09624
  19,  16.21730,   0.01409
  20,  20.82764,   0.02405
  21,  19.56317,   0.13709
  22,  22.59390,   0.04921
  23,  20.29867,   0.05178
  24,  19.76071,   0.07077
  25,  22.81778,   0.01363
  26,  21.79507,   0.02525
  27,  23.56273,   0.05612
  28,  19.52019,   0.06316
  29,  21.18275,   0.12239
  30,  22.23424,   0.02938
  31,  19.21875,   0.09168
  32,  22.76970,   0.14095
  33,  18.10477,   0.08224
  34,  21.15427,   0.11486
  35,  23.01984,   0.11876
  36,  18.73799,   0.06002
  37,  17.96156,   0.11411
  38,  18.58115,   0.08469
  39,  20.44430,   0.13506
  40,  20.60248,   0.06450
  41,  19.08661,   0.07599
  42,  20.43940,   0.07692
  43,  16.46510,   0.14719
  44,  18.81822,   0.14791
  45,  18.01466,   0.06224
  46,  15.70697,   0.12328
  47,  18.26644,   0.14996
  48,  16.53055,   0.01882
  49,  18.19454,   0.09401
  50,  24.56698,   0.03566
  51,  19.77595,   0.12055
  52,  19.84278,   0.05961
  53,  18.41078,   0.13766
  54,  22.16263,   0.08211
  55,  20.88330,   0.12724
  56,  24.62617,   0.11029
  57,  15.07582,   0.05998
  58,  23.30539,   0.09728
  59,  23.60289,   0.11694
  60,  18.42937,   0.10135
  61,  16.39292,   0.14242
  62,  16.86274,   0.01572
  63,  22.23122,   0.06682
  64,  19.63842,   0.04887
  65,  23.66172,   0.11346
  66,  23.68395,   0.09513
  67,  19.67728,   0.09110
  68,  15.70716,   0.06447
  69,  18.14922,   0.05350
  70,  17.40160,   0.06534
  71,  17.66240,   0.03931
  72,  21.40978,   0.02320
  73,  20.62026,   0.01161
  74,  15.75579,   0.10906
  75,  22.26477,   0.06518
  76,  19.36462,   0.02261
  77,  17.59547,   0.13707
  78,  24.10337,   0.01640
  79,  18.08260,   0.02518
  80,  15.78505,   0.01859
  81,  18.69685,   0.09513
  82,  24.32871,   0.08050
  83,  23.15735,   0.04176
  84,  18.20008,   0.04568
  85,  16.01125,   0.08077
  86,  21.73095,   0.11967
  87,  19.40333,   0.11600
  88,  20.93395,   0.08421
  89,  15.19140,   0.11573
  90,  18.69163,   0.02007
  91,  24.25655,   0.02153
  92,  21.25871,   0.10914
  93,  19.95331,   0.02186
  94,  24.87778,   0.02214
  95,  22.27223,   0.10673
  96,  19.96079,   0.02390
  97,  20.15817,   0.04565
  98,  18.78363,   0.13657
  99,  15.75311,   0.06989
 100,  20.71771,   0.14822
 101,  20.19644,   0.05016
 102,  24.83102,   0.03787
 103,  19.05772,   0.01501
 104,  23.38950,   0.03903
 105,  19.25224,   0.09512
 106,  22.64132,   0.08591
 107,  15.27179,   0.09568
 108,  16.48254,   0.01920
 109,  24.86829,   0.06677
 110,  17.19220,   0.11941
 111,  16.89824,   0.11478
 112,  19.17621,   0.10206
 113,  19.48775,   0.12622
 114,  24.92541,   0.08662
 115,  16.47024,   0.12163
 116,  19.75398,   0.08938
 117,  16.15947,   0.11861
 118,  16.35801,   0.09834
 119,  18.53466,   0.07362
 120,  23.99600,   0.11480
 121,  22.24004,   0.05910
 122,  23.13705,   0.08589
 123,  22.83981,   0.11862
 124,  16.29638,   0.02382
 125,  16.36694,   0.02321
 126,  21.57605,   0.03129
 127,  17.18605,   0.10788
 128,  21.99982,   0.08867
 129,  23.78017,   0.14202
 130,  19.43277,   0.07151
 131,  15.87201,   0.03445
 132,  23.01638,   0.09817
 133,  19.86590,   0.09130
 134,  17.34620,   0.13129
 135,  15.46482,   0.08115
 136,  17.10597,   0.03564
 137,  22.91684,   0.03159
 138,  24.80573,   0.01001
 139,  23.50378,   0.11514
 140,  23.96937,   0.10374
 141,  19.10052,   0.12023
 142,  18.64564,   0.09773
 143,  19.38740,   0.01956
 144,  21.96468,   0.09993
 145,  23.46305,   0.04324
 146,  21.45350,   0.02594
 147,  15.73438,   0.01214
 148,  15.61068,   0.03965
 149,  23.29971,   0.13798
 150,  15.73326,   0.06876
 151,  20.24485,   0.11507
 152,  20.39912,   0.12162
 153,  20.07361,   0.07591
 154,  19.08779,   0.08116
 155,  22.19152,   0.08915
 156,  20.92480,   0.11335
 157,  17.39929,   0.08185
 158,  21.87162,   0.05089
 159,  17.55062,   0.02888
 160,  24.45556,   0.10744
 161,  20.99540,   0.04704
 162,  22.97976,   0.12808
 163,  24.78239,   0.11552
 164,  22.56443,   0.03548
 165,  17.87655,   0.13071
 166,  18.69294,   0.14963
 167,  21.68043,   0.04036
 168,  24.95223,   0.11897
 169,  17.21663,   0.02121
 170,  22.46297,   0.06455
 171,  16.00297,   0.11370
 172,  16.41286,   0.13137
 173,  20.16344,   0.11399
 174,  20.24365,   0.13283
 175,  20.82314,   0.06791
 176,  20.05142,   0.05545
 177,  18.57706,   0.02762
 178,  18.18562,   0.12726
 179,  22.02816,   0.02813
 180,  19.79213,   0.14223
 181,  21.64564,   0.04679
 182,  16.10172,   0.08307
 183,  20.43166,   0.09444
 184,  16.56503,   0.11967
 185,  20.84326,   0.14953
 186,  19.93177,   0.13670
 187,  15.40579,   0.04675
 188,  22.48868,   0.01632
 189,  19.11649,   0.05096
 190,  19.18567,   0.07128
 191,  19.92057,   0.01403
 192,  23.89176,   0.03617
 193,  24.98241,   0.05571
 194,  17.15533,   0.09898
 195,  16.32134,   0.01044
 196,  24.90721,   0.11717
 197,  15.84898,   0.07235
 198,  20.12563,   0.10583
 199,  17.30990,   0.03106
 200,  18.33620,   0.12315
